,ATHLETE_NAME,ATHLETE_COUNTRY,ATHLETE_DISCIPLINE,COACH_NAME,COACH_COUNTRY,COACH_DISCIPLINE,COACH_EVENT,FEMALE_ENTRIES,MALE_ENTRIES,TOTAL_ENTRIES,TEAM_COUNTRY,GOLD_MEDALS,SILVER_MEDALS,BRONZE_MEDALS,TOTAL_MEDALS,RANK_BY_TOTAL
204,AGADA Caleb,Nigeria,Basketball,BROWN Michael,Nigeria,Basketball,Men,144,144,288,Nigeria,0.0,1.0,1.0,2.0,66.0
205,AGADA Caleb,Nigeria,Basketball,HAM Darvin de,Nigeria,Basketball,,144,144,288,Nigeria,0.0,1.0,1.0,2.0,66.0
206,AGADA Caleb,Nigeria,Basketball,HUGHLEY JR Otis,Nigeria,Basketball,Women,144,144,288,Nigeria,0.0,1.0,1.0,2.0,66.0
207,AGADA Caleb,Nigeria,Basketball,LOUCKS Luke,Nigeria,Basketball,,144,144,288,Nigeria,0.0,1.0,1.0,2.0,66.0
208,AGADA Caleb,Nigeria,Basketball,MEDINA Bobby,Nigeria,Basketball,,144,144,288,Nigeria,0.0,1.0,1.0,2.0,66.0
209,AGADA Caleb,Nigeria,Basketball,MOHAMMED Silifat,Nigeria,Basketball,,144,144,288,Nigeria,0.0,1.0,1.0,2.0,66.0
210,AGADA Caleb,Nigeria,Basketball,ODAUDU Ogoh,Nigeria,Basketball,,144,144,288,Nigeria,0.0,1.0,1.0,2.0,66.0
211,AGADA Caleb,Nigeria,Basketball,SCHILLING April,Nigeria,Basketball,,144,144,288,Nigeria,0.0,1.0,1.0,2.0,66.0
212,AGAHOZO Alphonsine,Rwanda,Swimming,,,,,361,418,779,,,,,,
213,AGARD Terrence,Netherlands,Athletics,,,,,969,1072,2041,Netherlands,10.0,12.0,14.0,36.0,9.0
214,AGARIE Yuto,Japan,Handball,KIRKELY Ulrik,Japan,Handball,Women,168,168,336,Japan,27.0,14.0,17.0,58.0,5.0
215,AGARIE Yuto,Japan,Handball,KITABAYASHI Kenji,Japan,Handball,,168,168,336,Japan,27.0,14.0,17.0,58.0,5.0
216,AGARIE Yuto,Japan,Handball,SIGURDSSON Dagur,Japan,Handball,Men,168,168,336,Japan,27.0,14.0,17.0,58.0,5.0
217,AGATSUMA Haruka,Japan,Baseball/Softball,CASAREZ Mary Lucy,Japan,Baseball/Softball,Softball,90,144,234,Japan,27.0,14.0,17.0,58.0,5.0
218,AGATSUMA Haruka,Japan,Baseball/Softball,KANEKO Makoto,Japan,Baseball/Softball,Baseball,90,144,234,Japan,27.0,14.0,17.0,58.0,5.0
219,AGATSUMA Haruka,Japan,Baseball/Softball,UTSUGI Reika,Japan,Baseball/Softball,Softball,90,144,234,Japan,27.0,14.0,17.0,58.0,5.0
220,AGATSUMA Haruka,Japan,Baseball/Softball,YAMAJI Noriko,Japan,Baseball/Softball,Softball,90,144,234,Japan,27.0,14.0,17.0,58.0,5.0
221,AGBEGNENOU Clarisse,France,Judo,,,,,192,201,393,France,10.0,12.0,11.0,33.0,10.0
222,AGERO Eden,Kenya,Rugby Sevens,OLOO Felix,Kenya,Rugby Sevens,Women,146,151,297,Kenya,4.0,4.0,2.0,10.0,25.0
223,AGERO Eden,Kenya,Rugby Sevens,SIMIYU Innocent,Kenya,Rugby Sevens,Men,146,151,297,Kenya,4.0,4.0,2.0,10.0,25.0
224,AGGEFORS Mikael,Sweden,Handball,AXNER Tomas,Sweden,Handball,Women,168,168,336,Sweden,3.0,6.0,0.0,9.0,26.0
225,AGGEFORS Mikael,Sweden,Handball,SOLBERG Glenn,Sweden,Handball,Men,168,168,336,Sweden,3.0,6.0,0.0,9.0,26.0
226,AGHAEIHAJIAGHA Soraya,Islamic Republic of Iran,Badminton,,,,,86,87,173,Islamic Republic of Iran,3.0,2.0,2.0,7.0,33.0
227,AGHAMIROVA Zohra,Azerbaijan,Rhythmic Gymnastics,,,,,96,0,96,Azerbaijan,0.0,3.0,4.0,7.0,33.0
228,AGHAMIRZAEIJENAGHRAD Ali,Islamic Republic of Iran,Canoe Sprint,,,,,123,126,249,Islamic Republic of Iran,3.0,2.0,2.0,7.0,33.0
229,AGHASYAN Levon,Armenia,Athletics,,,,,969,1072,2041,Armenia,0.0,2.0,2.0,4.0,47.0
230,AGHAYEV Rafael,Azerbaijan,Karate,,,,,40,42,82,Azerbaijan,0.0,3.0,4.0,7.0,33.0
231,AGIOMOR Ekerekeme,Nigeria,Wrestling,,,,,96,193,289,Nigeria,0.0,1.0,1.0,2.0,66.0
232,AGIURGIUCULESE Alexandra,Italy,Rhythmic Gymnastics,,,,,96,0,96,Italy,10.0,10.0,20.0,40.0,7.0
233,AGRALI Yavuz,Turkey,Athletics,,,,,969,1072,2041,Turkey,2.0,2.0,9.0,13.0,20.0
234,AGRUSTI Andrea,Italy,Athletics,,,,,969,1072,2041,Italy,10.0,10.0,20.0,40.0,7.0
235,AGUIAR Mayra,Brazil,Judo,,,,,192,201,393,Brazil,7.0,6.0,8.0,21.0,12.0
236,AGUILAR Ali,United States of America,Baseball/Softball,BERG Laura,United States of America,Baseball/Softball,Softball,90,144,234,United States of America,39.0,41.0,33.0,113.0,1.0
237,AGUILAR Ali,United States of America,Baseball/Softball,DOBSON Howard,United States of America,Baseball/Softball,Softball,90,144,234,United States of America,39.0,41.0,33.0,113.0,1.0
238,AGUILAR Ali,United States of America,Baseball/Softball,ERIKSEN Ken,United States of America,Baseball/Softball,Softball,90,144,234,United States of America,39.0,41.0,33.0,113.0,1.0
239,AGUILAR Ali,United States of America,Baseball/Softball,FLOWERS Tairia,United States of America,Baseball/Softball,Softball,90,144,234,United States of America,39.0,41.0,33.0,113.0,1.0
240,AGUILAR Ali,United States of America,Baseball/Softball,TARR Heather,United States of America,Baseball/Softball,Softball,90,144,234,United States of America,39.0,41.0,33.0,113.0,1.0
241,AGUILAR Ali,United States of America,Baseball/Softball,WEINSTEIN Jerry,United States of America,Baseball/Softball,Baseball,90,144,234,United States of America,39.0,41.0,33.0,113.0,1.0
242,AGUILAR Andres,Chile,Archery,,,,,64,64,128,,,,,,
243,AGUILAR Evelis Jazmin,Colombia,Athletics,,,,,969,1072,2041,Colombia,0.0,4.0,1.0,5.0,42.0
244,AGUINAGALDE AQUIZU Julen,Spain,Handball,RIBERA ROMANS Jordi,Spain,Handball,Men,168,168,336,Spain,3.0,8.0,6.0,17.0,17.0
245,AGUINAGALDE AQUIZU Julen,Spain,Handball,VIVER ARZA Carlos Enrique,Spain,Handball,Women,168,168,336,Spain,3.0,8.0,6.0,17.0,17.0
246,AGUIRRE Eduardo,Mexico,Football,GONZALEZ Anibal,Mexico,Football,,264,344,608,Mexico,0.0,0.0,4.0,4.0,47.0
247,AGUIRRE Eduardo,Mexico,Football,LOZANO Jaime,Mexico,Football,Men,264,344,608,Mexico,0.0,0.0,4.0,4.0,47.0
248,AGUIRRE Erick,Mexico,Football,GONZALEZ Anibal,Mexico,Football,,264,344,608,Mexico,0.0,0.0,4.0,4.0,47.0
249,AGUIRRE Erick,Mexico,Football,LOZANO Jaime,Mexico,Football,Men,264,344,608,Mexico,0.0,0.0,4.0,4.0,47.0
250,AGUIRRE Unai,Spain,Water Polo,MARTIN LOZANO David,Spain,Water Polo,Men,122,146,268,Spain,3.0,8.0,6.0,17.0,17.0
251,AGUIRRE Unai,Spain,Water Polo,OCA GAIA Miguel Angel,Spain,Water Polo,Women,122,146,268,Spain,3.0,8.0,6.0,17.0,17.0
252,AGUNDEZ GARCIA Gabriela,Mexico,Diving,,,,,72,71,143,Mexico,0.0,0.0,4.0,4.0,47.0
253,AH TONG Marion Faustino,Samoa,Boxing,,,,,102,187,289,,,,,,
254,AHMAD Muhammad Isa,Brunei Darussalam,Swimming,,,,,361,418,779,,,,,,
255,AHMED Aiman,Saudi Arabia,Football,ALSHEHRI Saad,Saudi Arabia,Football,Men,264,344,608,Saudi Arabia,0.0,1.0,0.0,1.0,77.0
256,AHMED Aiman,Saudi Arabia,Football,MOHAMED Sayeda,Saudi Arabia,Football,,264,344,608,Saudi Arabia,0.0,1.0,0.0,1.0,77.0
257,AHMED ALI YUSUF Abdulla Essa,Bahrain,Swimming,,,,,361,418,779,Bahrain,0.0,1.0,0.0,1.0,77.0
258,AHMED Enas,Egypt,Wrestling,,,,,96,193,289,Egypt,1.0,1.0,4.0,6.0,39.0
259,AHMED Junayna,Bangladesh,Swimming,,,,,361,418,779,,,,,,
260,AHMED Mohamed,Bahrain,Handball,KRIST JANSSON Aron,Bahrain,Handball,Men,168,168,336,Bahrain,0.0,1.0,0.0,1.0,77.0
261,AHMED Mohammed,Canada,Athletics,,,,,969,1072,2041,Canada,7.0,6.0,11.0,24.0,11.0
262,AHMED Samaa,Egypt,Canoe Sprint,,,,,123,126,249,Egypt,1.0,1.0,4.0,6.0,39.0
263,AHOUANWANOU Odile,Benin,Athletics,,,,,969,1072,2041,,,,,,
264,AHOURE Murielle,C�te d'Ivoire,Athletics,,,,,969,1072,2041,,,,,,
265,AHSINGER Nicole,United States of America,Trampoline Gymnastics,,,,,16,16,32,United States of America,39.0,41.0,33.0,113.0,1.0
266,AHYE Michelle-Lee,Trinidad and Tobago,Athletics,,,,,969,1072,2041,,,,,,
267,AI Yanhan,People's Republic of China,Swimming,,,,,361,418,779,People's Republic of China,38.0,32.0,18.0,88.0,2.0
268,AICARDI Matteo,Italy,Water Polo,CAMPAGNA Alessandro,Italy,Water Polo,Men,122,146,268,Italy,10.0,10.0,20.0,40.0,7.0
269,AICOBOAE Vlad,Romania,Rowing,,,,,257,265,522,Romania,1.0,3.0,0.0,4.0,47.0
270,AIGNER Hannes,Germany,Canoe Slalom,,,,,41,41,82,Germany,10.0,11.0,16.0,37.0,8.0
271,AILINCAI Adriana,Romania,Rowing,,,,,257,265,522,Romania,1.0,3.0,0.0,4.0,47.0
272,AIMABLE Steven,Senegal,Swimming,,,,,361,418,779,,,,,,
273,AINAGULOV Mirambek,Kazakhstan,Wrestling,,,,,96,193,289,Kazakhstan,0.0,0.0,8.0,8.0,29.0
274,AIOANI Marian,Romania,Football,BACIU Horatiu,Romania,Football,,264,344,608,Romania,1.0,3.0,0.0,4.0,47.0
275,AIOANI Marian,Romania,Football,RADOI Mirel,Romania,Football,Men,264,344,608,Romania,1.0,3.0,0.0,4.0,47.0
276,AISAH Windy Cantika,Indonesia,Weightlifting,,,,,98,99,197,Indonesia,1.0,1.0,3.0,5.0,42.0
277,AIT DAOUD Kamel,Algeria,Rowing,,,,,257,265,522,,,,,,
278,AIT OUAGRAM Zied,Morocco,Wrestling,,,,,96,193,289,Morocco,1.0,0.0,0.0,1.0,77.0
279,AIT SAID Samir,France,Artistic Gymnastics,,,,,98,98,196,France,10.0,12.0,11.0,33.0,10.0
280,AITCHISON Holly,Great Britain,Rugby Sevens,FORREST Scott,Great Britain,Rugby Sevens,Women,146,151,297,Great Britain,22.0,21.0,22.0,65.0,4.0
281,AITCHISON Holly,Great Britain,Rugby Sevens,ROQUES Anthony,Great Britain,Rugby Sevens,Men,146,151,297,Great Britain,22.0,21.0,22.0,65.0,4.0
282,AIZAWA Akira,Japan,Athletics,,,,,969,1072,2041,Japan,27.0,14.0,17.0,58.0,5.0
283,AJAYI Yinka,Nigeria,Athletics,,,,,969,1072,2041,Nigeria,0.0,1.0,1.0,2.0,66.0
284,AKAHO Himawari,Japan,Basketball,ABE Katsuhiko,Japan,Basketball,,144,144,288,Japan,27.0,14.0,17.0,58.0,5.0
285,AKAHO Himawari,Japan,Basketball,HOVASSE Thomas Wayne,Japan,Basketball,Women,144,144,288,Japan,27.0,14.0,17.0,58.0,5.0
286,AKAHO Himawari,Japan,Basketball,LAMAS Julio,Japan,Basketball,Men,144,144,288,Japan,27.0,14.0,17.0,58.0,5.0
287,AKAHO Himawari,Japan,Basketball,MAEDA Kenzo,Japan,Basketball,,144,144,288,Japan,27.0,14.0,17.0,58.0,5.0
288,AKAHO Himawari,Japan,Basketball,MATSUNO Yoshiyuki,Japan,Basketball,,144,144,288,Japan,27.0,14.0,17.0,58.0,5.0
289,AKGUL Taha,Turkey,Wrestling,,,,,96,193,289,Turkey,2.0,2.0,9.0,13.0,20.0
290,AKGUN Omer,Turkey,Shooting,,,,,178,178,356,Turkey,2.0,2.0,9.0,13.0,20.0
291,AKHAIMOVA Liliia,ROC,Artistic Gymnastics,,,,,98,98,196,ROC,20.0,28.0,23.0,71.0,3.0
292,AKHMADIEV Ildar,Tajikistan,Athletics,,,,,969,1072,2041,,,,,,
293,AKHMETOVA Tatyana,Kazakhstan,Wrestling,,,,,96,193,289,Kazakhstan,0.0,0.0,8.0,8.0,29.0
294,AKHTAR Muhammad Khalil,Pakistan,Shooting,,,,,178,178,356,,,,,,
295,AKIMENKO Mikhail,ROC,Athletics,,,,,969,1072,2041,ROC,20.0,28.0,23.0,71.0,3.0
296,AKINRADEWO Foluke,United States of America,Volleyball,ENQUIST Susan,United States of America,Volleyball,,144,144,288,United States of America,39.0,41.0,33.0,113.0,1.0
297,AKINRADEWO Foluke,United States of America,Volleyball,FUERBRINGER Matthew,United States of America,Volleyball,,144,144,288,United States of America,39.0,41.0,33.0,113.0,1.0
298,AKINRADEWO Foluke,United States of America,Volleyball,KIRALY Karch,United States of America,Volleyball,Women,144,144,288,United States of America,39.0,41.0,33.0,113.0,1.0
299,AKINRADEWO Foluke,United States of America,Volleyball,SPERAW John,United States of America,Volleyball,Men,144,144,288,United States of America,39.0,41.0,33.0,113.0,1.0
300,AKINRADEWO Foluke,United States of America,Volleyball,WALL Michael,United States of America,Volleyball,,144,144,288,United States of America,39.0,41.0,33.0,113.0,1.0
301,AKINYI Elizabeth,Kenya,Boxing,,,,,102,187,289,Kenya,4.0,4.0,2.0,10.0,25.0
302,AKKUS Mihrac,Turkey,Judo,,,,,192,201,393,Turkey,2.0,2.0,9.0,13.0,20.0
303,AKMAL Nurul,Indonesia,Weightlifting,,,,,98,99,197,Indonesia,1.0,1.0,3.0,5.0,42.0
304,AKMATALIEV Ernazar,Kyrgyzstan,Wrestling,,,,,96,193,289,Kyrgyzstan,0.0,2.0,1.0,3.0,60.0
305,AKMENS Roberts,Latvia,Canoe Sprint,,,,,123,126,249,Latvia,1.0,0.0,1.0,2.0,66.0
306,AKOZ Simge Sebnem,Turkey,Volleyball,GUIDETTI Giovanni,Turkey,Volleyball,Women,144,144,288,Turkey,2.0,2.0,9.0,13.0,20.0
307,AKTAS Ugur,Turkey,Karate,,,,,40,42,82,Turkey,2.0,2.0,9.0,13.0,20.0
308,AL ADAWI Issa Samir Hamed,Oman,Swimming,,,,,361,418,779,,,,,,
309,AL AHRACH Ali,Morocco,Equestrian,,,,,73,125,198,Morocco,1.0,0.0,0.0,1.0,77.0
310,AL ALAWI Mazoon,Oman,Athletics,,,,,969,1072,2041,,,,,,
311,AL FAIHAN Abdulrahman,Kuwait,Shooting,,,,,178,178,356,Kuwait,0.0,0.0,1.0,1.0,77.0
312,AL HARTHI Barakat,Oman,Athletics,,,,,969,1072,2041,,,,,,
313,AL KHAFAJI Mohammed,Iraq,Rowing,,,,,257,265,522,,,,,,
314,AL KHATRI Hamed,Oman,Shooting,,,,,178,178,356,,,,,,
315,AL MANWARI Bashair Obaid,Qatar,Athletics,,,,,969,1072,2041,Qatar,2.0,0.0,1.0,3.0,60.0
316,AL OBAIDI Aker,Refugee Olympic Team,Wrestling,,,,,96,193,289,,,,,,
317,AL RASHEDI Mansour,Kuwait,Shooting,,,,,178,178,356,Kuwait,0.0,0.0,1.0,1.0,77.0
318,AL RUMAIHI Mohammed,Qatar,Shooting,,,,,178,178,356,Qatar,2.0,0.0,1.0,3.0,60.0
319,AL YAARI Ahmed,Yemen,Athletics,,,,,969,1072,2041,,,,,,
320,AL YASSIN Mazen Moutan,Saudi Arabia,Athletics,,,,,969,1072,2041,Saudi Arabia,0.0,1.0,0.0,1.0,77.0
321,AL-KAABI Fatimah Abbas Waheeb,Iraq,Shooting,,,,,178,178,356,,,,,,
322,AL-KANJARI Amur Salim Ramadhan,Oman,Weightlifting,,,,,98,99,197,,,,,,
323,AL-OBAIDLY Abdulaziz,Qatar,Swimming,,,,,361,418,779,Qatar,2.0,0.0,1.0,3.0,60.0
324,AL-RAIMI Yasameen,Yemen,Shooting,,,,,178,178,356,,,,,,
325,AL-SADEQ Julyana,Jordan,Taekwondo,,,,,65,65,130,Jordan,0.0,1.0,1.0,2.0,66.0
326,AL-WIR Amro,Jordan,Swimming,,,,,361,418,779,Jordan,0.0,1.0,1.0,2.0,66.0
327,AL-YAMANI Mokhtar,Yemen,Swimming,,,,,361,418,779,,,,,,
328,ALAKHVERDOVI Sakhil,Georgia,Boxing,,,,,102,187,289,Georgia,2.0,5.0,1.0,8.0,29.0
329,ALAMIAN Nima,Islamic Republic of Iran,Table Tennis,,,,,86,86,172,Islamic Republic of Iran,3.0,2.0,2.0,7.0,33.0
330,ALARIE Elissa,Canada,Rugby Sevens,BYRNE Mick,Canada,Rugby Sevens,Women,146,151,297,Canada,7.0,6.0,11.0,24.0,11.0
331,ALARIE Elissa,Canada,Rugby Sevens,PAUL Henry,Canada,Rugby Sevens,Men,146,151,297,Canada,7.0,6.0,11.0,24.0,11.0
332,ALARZA Fernando,Spain,Triathlon,,,,,55,55,110,Spain,3.0,8.0,6.0,17.0,17.0
333,ALBA CASTILLO Rafael Yunier,Cuba,Taekwondo,,,,,65,65,130,Cuba,7.0,3.0,5.0,15.0,18.0
334,ALBARRACIN Matias,Argentina,Equestrian,,,,,73,125,198,Argentina,0.0,1.0,2.0,3.0,60.0
335,ALBAWARDI Zaid,Saudi Arabia,Football,ALSHEHRI Saad,Saudi Arabia,Football,Men,264,344,608,Saudi Arabia,0.0,1.0,0.0,1.0,77.0
336,ALBAWARDI Zaid,Saudi Arabia,Football,MOHAMED Sayeda,Saudi Arabia,Football,,264,344,608,Saudi Arabia,0.0,1.0,0.0,1.0,77.0
337,ALBAYRAK Vedat,Turkey,Judo,,,,,192,201,393,Turkey,2.0,2.0,9.0,13.0,20.0
338,ALBERS Felice,Netherlands,Hockey,ANNAN Alyson,Netherlands,Hockey,Women,192,192,384,Netherlands,10.0,12.0,14.0,36.0,9.0
339,ALBERS Felice,Netherlands,Hockey,CALDAS Max,Netherlands,Hockey,Men,192,192,384,Netherlands,10.0,12.0,14.0,36.0,9.0
340,ALBERS Felice,Netherlands,Hockey,de VOS Robbert-Jan,Netherlands,Hockey,,192,192,384,Netherlands,10.0,12.0,14.0,36.0,9.0
341,ALBERS Felice,Netherlands,Hockey,HALKETT Rhett,Netherlands,Hockey,,192,192,384,Netherlands,10.0,12.0,14.0,36.0,9.0
342,ALBERS Felice,Netherlands,Hockey,ZIJP Simon,Netherlands,Hockey,,192,192,384,Netherlands,10.0,12.0,14.0,36.0,9.0
343,ALBERTARRIO Agustina,Argentina,Hockey,RETEGUI Carlos Jose,Argentina,Hockey,Men,192,192,384,Argentina,0.0,1.0,2.0,3.0,60.0
344,ALBERTARRIO Agustina,Argentina,Hockey,RETEGUI Carlos Jose,Argentina,Hockey,Women,192,192,384,Argentina,0.0,1.0,2.0,3.0,60.0
345,ALBICY Andrew,France,Basketball,COLLET Vincent,France,Basketball,Men,144,144,288,France,10.0,12.0,11.0,33.0,10.0
346,ALBICY Andrew,France,Basketball,FOIREST Laurent,France,Basketball,,144,144,288,France,10.0,12.0,11.0,33.0,10.0
347,ALBICY Andrew,France,Basketball,GARNIER Valerie,France,Basketball,Women,144,144,288,France,10.0,12.0,11.0,33.0,10.0
348,ALBICY Andrew,France,Basketball,MEZIANE Rachid,France,Basketball,,144,144,288,France,10.0,12.0,11.0,33.0,10.0
349,ALBRECHT Samuel,Brazil,Sailing,,,,,175,175,350,Brazil,7.0,6.0,8.0,21.0,12.0
350,ALBRIKAN Feras,Saudi Arabia,Football,ALSHEHRI Saad,Saudi Arabia,Football,Men,264,344,608,Saudi Arabia,0.0,1.0,0.0,1.0,77.0
351,ALBRIKAN Feras,Saudi Arabia,Football,MOHAMED Sayeda,Saudi Arabia,Football,,264,344,608,Saudi Arabia,0.0,1.0,0.0,1.0,77.0
352,ALBUKHARI Amin,Saudi Arabia,Football,ALSHEHRI Saad,Saudi Arabia,Football,Men,264,344,608,Saudi Arabia,0.0,1.0,0.0,1.0,77.0
353,ALBUKHARI Amin,Saudi Arabia,Football,MOHAMED Sayeda,Saudi Arabia,Football,,264,344,608,Saudi Arabia,0.0,1.0,0.0,1.0,77.0
354,ALDABBAGH Yasmeen,Saudi Arabia,Athletics,,,,,969,1072,2041,Saudi Arabia,0.0,1.0,0.0,1.0,77.0
355,ALDASS Sanda,Refugee Olympic Team,Judo,,,,,192,201,393,,,,,,
356,ALDAWSARI Khalifah,Saudi Arabia,Football,ALSHEHRI Saad,Saudi Arabia,Football,Men,264,344,608,Saudi Arabia,0.0,1.0,0.0,1.0,77.0
357,ALDAWSARI Khalifah,Saudi Arabia,Football,MOHAMED Sayeda,Saudi Arabia,Football,,264,344,608,Saudi Arabia,0.0,1.0,0.0,1.0,77.0
358,ALDAWSARI Salem,Saudi Arabia,Football,ALSHEHRI Saad,Saudi Arabia,Football,Men,264,344,608,Saudi Arabia,0.0,1.0,0.0,1.0,77.0
359,ALDAWSARI Salem,Saudi Arabia,Football,MOHAMED Sayeda,Saudi Arabia,Football,,264,344,608,Saudi Arabia,0.0,1.0,0.0,1.0,77.0
360,ALDERSEY Olympia,Australia,Rowing,,,,,257,265,522,Australia,17.0,7.0,22.0,46.0,6.0
361,ALEGRE BIOSCA David,Spain,Hockey,LOCK Adrian Mayner,Spain,Hockey,Women,192,192,384,Spain,3.0,8.0,6.0,17.0,17.0
362,ALEGRE BIOSCA David,Spain,Hockey,SOYEZ Frederic,Spain,Hockey,Men,192,192,384,Spain,3.0,8.0,6.0,17.0,17.0
363,ALEKSANDROVA Ekaterina,ROC,Tennis,,,,,94,97,191,ROC,20.0,28.0,23.0,71.0,3.0
364,ALEKSANYAN Artur,Armenia,Wrestling,,,,,96,193,289,Armenia,0.0,2.0,2.0,4.0,47.0
365,ALEKSIC Maja,Serbia,Volleyball,TERZIC Zoran,Serbia,Volleyball,Women,144,144,288,Serbia,3.0,1.0,5.0,9.0,26.0
366,ALEKSIC Milan,Serbia,Water Polo,SAVIC Dejan,Serbia,Water Polo,Men,122,146,268,Serbia,3.0,1.0,5.0,9.0,26.0
367,ALEKSIIVA Maryna,Ukraine,Artistic Swimming,FEDIUSHYNA Tetiana,Ukraine,Artistic Swimming,,105,0,105,Ukraine,1.0,6.0,12.0,19.0,16.0
368,ALEKSIIVA Maryna,Ukraine,Artistic Swimming,MEZHENINA Valeriia,Ukraine,Artistic Swimming,Team,105,0,105,Ukraine,1.0,6.0,12.0,19.0,16.0
369,ALEKSIIVA Maryna,Ukraine,Artistic Swimming,UTKIN Volodymyr,Ukraine,Artistic Swimming,,105,0,105,Ukraine,1.0,6.0,12.0,19.0,16.0
370,ALEKSIIVA Maryna,Ukraine,Artistic Swimming,ZAITSEVA Olesia,Ukraine,Artistic Swimming,Duet,105,0,105,Ukraine,1.0,6.0,12.0,19.0,16.0
371,ALEKSIIVA Vladyslava,Ukraine,Artistic Swimming,FEDIUSHYNA Tetiana,Ukraine,Artistic Swimming,,105,0,105,Ukraine,1.0,6.0,12.0,19.0,16.0
372,ALEKSIIVA Vladyslava,Ukraine,Artistic Swimming,MEZHENINA Valeriia,Ukraine,Artistic Swimming,Team,105,0,105,Ukraine,1.0,6.0,12.0,19.0,16.0
373,ALEKSIIVA Vladyslava,Ukraine,Artistic Swimming,UTKIN Volodymyr,Ukraine,Artistic Swimming,,105,0,105,Ukraine,1.0,6.0,12.0,19.0,16.0
374,ALEKSIIVA Vladyslava,Ukraine,Artistic Swimming,ZAITSEVA Olesia,Ukraine,Artistic Swimming,Duet,105,0,105,Ukraine,1.0,6.0,12.0,19.0,16.0
375,ALEMANNO Maria Grazia,Italy,Weightlifting,,,,,98,99,197,Italy,10.0,10.0,20.0,40.0,7.0
376,ALEMU Habitam,Ethiopia,Athletics,,,,,969,1072,2041,Ethiopia,1.0,1.0,2.0,4.0,47.0
377,ALESSIO Simone,Italy,Taekwondo,,,,,65,65,130,Italy,10.0,10.0,20.0,40.0,7.0
378,ALEXANDER Kayla,Canada,Basketball,THOMAIDIS Lisa,Canada,Basketball,Women,144,144,288,Canada,7.0,6.0,11.0,24.0,11.0
379,ALEXANDRI Anna-Maria,Austria,Artistic Swimming,BRUN Aristide,Austria,Artistic Swimming,,105,0,105,Austria,1.0,1.0,5.0,7.0,33.0
380,ALEXANDRI Anna-Maria,Austria,Artistic Swimming,MLADENOVA Albena,Austria,Artistic Swimming,Duet,105,0,105,Austria,1.0,1.0,5.0,7.0,33.0
381,ALEXANDRI Anna-Maria,Austria,Artistic Swimming,SHAHNAZI Shahbaz,Austria,Artistic Swimming,,105,0,105,Austria,1.0,1.0,5.0,7.0,33.0
382,ALEXANDRI Eirini,Austria,Artistic Swimming,BRUN Aristide,Austria,Artistic Swimming,,105,0,105,Austria,1.0,1.0,5.0,7.0,33.0
383,ALEXANDRI Eirini,Austria,Artistic Swimming,MLADENOVA Albena,Austria,Artistic Swimming,Duet,105,0,105,Austria,1.0,1.0,5.0,7.0,33.0
384,ALEXANDRI Eirini,Austria,Artistic Swimming,SHAHNAZI Shahbaz,Austria,Artistic Swimming,,105,0,105,Austria,1.0,1.0,5.0,7.0,33.0
385,ALEXIUSSON Agnes,Sweden,Boxing,,,,,102,187,289,Sweden,3.0,6.0,0.0,9.0,26.0
386,ALEXUC CIURARIU Alin,Romania,Wrestling,,,,,96,193,289,Romania,1.0,3.0,0.0,4.0,47.0
387,ALFADHEL Abdulrahman,Kuwait,Rowing,,,,,257,265,522,Kuwait,0.0,0.0,1.0,1.0,77.0
388,ALFARAJ Salman,Saudi Arabia,Football,ALSHEHRI Saad,Saudi Arabia,Football,Men,264,344,608,Saudi Arabia,0.0,1.0,0.0,1.0,77.0
389,ALFARAJ Salman,Saudi Arabia,Football,MOHAMED Sayeda,Saudi Arabia,Football,,264,344,608,Saudi Arabia,0.0,1.0,0.0,1.0,77.0
390,ALFONSO DOMINGUEZ Loren Berto,Azerbaijan,Boxing,,,,,102,187,289,Azerbaijan,0.0,3.0,4.0,7.0,33.0
391,ALGHANNAM Khalid,Saudi Arabia,Football,ALSHEHRI Saad,Saudi Arabia,Football,Men,264,344,608,Saudi Arabia,0.0,1.0,0.0,1.0,77.0
392,ALGHANNAM Khalid,Saudi Arabia,Football,MOHAMED Sayeda,Saudi Arabia,Football,,264,344,608,Saudi Arabia,0.0,1.0,0.0,1.0,77.0
393,ALGOTSSON OSTHOLT Sara,Sweden,Equestrian,,,,,73,125,198,Sweden,3.0,6.0,0.0,9.0,26.0
394,ALHAMDDAN Abdullah,Saudi Arabia,Football,ALSHEHRI Saad,Saudi Arabia,Football,Men,264,344,608,Saudi Arabia,0.0,1.0,0.0,1.0,77.0
395,ALHAMDDAN Abdullah,Saudi Arabia,Football,MOHAMED Sayeda,Saudi Arabia,Football,,264,344,608,Saudi Arabia,0.0,1.0,0.0,1.0,77.0
396,ALHASSAN Ali,Saudi Arabia,Football,ALSHEHRI Saad,Saudi Arabia,Football,Men,264,344,608,Saudi Arabia,0.0,1.0,0.0,1.0,77.0
397,ALHASSAN Ali,Saudi Arabia,Football,MOHAMED Sayeda,Saudi Arabia,Football,,264,344,608,Saudi Arabia,0.0,1.0,0.0,1.0,77.0
398,ALHASSANE Ismael,Niger,Judo,,,,,192,201,393,,,,,,
399,ALHINDAWI Odai Riyad Adel,Jordan,Boxing,,,,,102,187,289,Jordan,0.0,1.0,1.0,2.0,66.0
